"","ID","gpa","cm1relf","cm1marf","cm1cohf","m1f8","m1f9","mx1j2","cm1hhinc","cm1hhimp","cm1inpov","cm1povca","m1e3a","cm2mint","cm2fdiff","cm2samp","cm1citsm","cm1bsex","m1a10","cm1fint","m1b0","cm1numb","innatsm","incitysm","m1a4","cf1fint","challengeID","cm1relf.1","cm1marf.1","cm1cohf.1","m1e3a.1","cm1numb.1","m1b0.1","m1f8.1","m1f9.1","mx1j2.1","cf1fint.1","cm2mint.1","cm2fdiff.1","cm2samp.1","cm1hhinc.1","cm1hhimp.1","cm1inpov.1","cm1povca.1","challengeID.1","cm1citsm.1","innatsm.1","m1a10.1","cm1fint.1","cm1bsex.1","m1a4.1","incitysm.1","cm1relf.2","cm1marf.2","cm1bsex.2","cm1numb.2","m1b0.2","cm1hhinc.2","cm1hhimp.2","cm1inpov.2","cm1povca.2","m1f8.2","m1f9.2","mx1j2.2","cf1fint.2","cm2mint.2","cm2fdiff.2","cm2samp.2","cm1cohf.2","m1e3a.2","challengeID.2","cm1citsm.2","m1a4.2","incitysm.2","m1a10.2","cm1fint.2","innatsm.2","incitysm.3","m1a4.3","m1a10.3","cm1bsex.3","cm1numb.3","m1b0.3","challengeID.3","cm1relf.3","cm1marf.3","cm1cohf.3","innatsm.3","m1e3a.3","cm1citsm.3","cm1fint.3","m1f8.3","m1f9.3"
"2949",1621,3,1,1,0,1,1,-5,56211.2190749633,4,3.98045656013248,5,2,1,0,-7,1,1,1,0,2,1,1,1,1,0,2949,1,1,0,2,1,2,1,1,-5,0,1,0,-7,56211.2190749633,4,3.98045656013248,5,2949,1,1,1,0,1,1,1,1,1,1,1,2,56211.2190749633,4,3.98045656013248,5,1,1,-5,0,1,0,-7,0,2,2949,1,1,1,1,0,1,1,1,1,1,1,2,2949,1,1,0,1,2,1,0,1,1
"2951",1624,2.75,2,0,1,2,1,-5,18560.2424863626,4,1.56919270843382,4,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2951,2,0,1,1,1,2,2,1,-5,1,1,0,-7,18560.2424863626,4,1.56919270843382,4,2951,1,1,2,1,1,2,1,2,0,1,1,2,18560.2424863626,4,1.56919270843382,4,2,1,-5,1,1,0,-7,1,1,2951,1,2,1,2,1,1,1,2,2,1,1,2,2951,2,0,1,1,1,1,1,2,1
"2952",1626,2.75,2,0,1,2,1,-5,71379.4568481578,4,4.98338291217979,5,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,2952,2,0,1,2,1,2,2,1,-5,1,1,0,-7,71379.4568481578,4,4.98338291217979,5,2952,1,1,2,1,1,2,1,2,0,1,1,2,71379.4568481578,4,4.98338291217979,5,2,1,-5,1,1,0,-7,1,2,2952,1,2,1,2,1,1,1,2,2,1,1,2,2952,2,0,1,1,2,1,1,2,1
"2953",1628,2.75,3,0,0,2,1,-5,5366.17082474204,4,0.0226556514466475,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2953,3,0,0,1,1,2,2,1,-5,1,1,0,-7,5366.17082474204,4,0.0226556514466475,1,2953,1,1,2,1,1,2,1,3,0,1,1,2,5366.17082474204,4,0.0226556514466475,1,2,1,-5,1,1,0,-7,0,1,2953,1,2,1,2,1,1,1,2,2,1,1,2,2953,3,0,0,1,1,1,1,2,1
"2955",1632,3.25,6,0,0,-2,1,-5,31095.5071369083,6,2.10322975143436,5,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2955,6,0,0,1,1,2,-2,1,-5,1,1,0,-7,31095.5071369083,6,2.10322975143436,5,2955,1,1,2,1,1,2,1,6,0,1,1,2,31095.5071369083,6,2.10322975143436,5,-2,1,-5,1,1,0,-7,0,1,2955,1,2,1,2,1,1,1,2,2,1,1,2,2955,6,0,0,1,1,1,1,-2,1
"2957",1634,1.5,1,1,0,1,1,-5,133986.075202107,4,7.81775702284958,5,2,0,0,7,1,2,1,1,2,1,1,1,1,1,2957,1,1,0,2,1,2,1,1,-5,1,0,0,7,133986.075202107,4,7.81775702284958,5,2957,1,1,1,1,2,1,1,1,1,2,1,2,133986.075202107,4,7.81775702284958,5,1,1,-5,1,0,0,7,0,2,2957,1,1,1,1,1,1,1,1,1,2,1,2,2957,1,1,0,1,2,1,1,1,1
"2958",1637,3.75,3,0,0,-2,-2,-5,12198.7763732399,4,0.541588719862889,3,2,0,0,5,1,2,2,1,2,1,1,1,2,1,2958,3,0,0,2,1,2,-2,-2,-5,1,0,0,5,12198.7763732399,4,0.541588719862889,3,2958,1,1,2,1,2,2,1,3,0,2,1,2,12198.7763732399,4,0.541588719862889,3,-2,-2,-5,1,0,0,5,0,2,2958,1,2,1,2,1,1,1,2,2,2,1,2,2958,3,0,0,1,2,1,1,-2,-2
"2960",1639,2.25,1,1,0,1,1,-5,79902.7103759748,4,3.99049611564031,5,2,1,0,-7,1,2,1,1,2,1,0,1,1,1,2960,1,1,0,2,1,2,1,1,-5,1,1,0,-7,79902.7103759748,4,3.99049611564031,5,2960,1,0,1,1,2,1,1,1,1,2,1,2,79902.7103759748,4,3.99049611564031,5,1,1,-5,1,1,0,-7,0,2,2960,1,1,1,1,1,0,1,1,1,2,1,2,2960,1,1,0,0,2,1,1,1,1
"2964",1643,3,2,0,1,-2,1,-5,8317.16856037416,4,0.432720332654392,2,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,2964,2,0,1,1,1,2,-2,1,-5,0,1,0,-7,8317.16856037416,4,0.432720332654392,2,2964,1,1,2,0,2,2,1,2,0,2,1,2,8317.16856037416,4,0.432720332654392,2,-2,1,-5,0,1,0,-7,1,1,2964,1,2,1,2,0,1,1,2,2,2,1,2,2964,2,0,1,1,1,1,0,-2,1
"2965",1646,3.25,2,0,1,-2,-2,-5,16246.9857732862,4,0.666902409427377,1,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,2965,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,16246.9857732862,4,0.666902409427377,1,2965,1,0,2,1,2,2,1,2,0,2,1,2,16246.9857732862,4,0.666902409427377,1,-2,-2,-5,1,1,0,-7,1,1,2965,1,2,1,2,1,0,1,2,2,2,1,2,2965,2,0,1,0,1,1,1,-2,-2
"2966",1648,3.5,3,0,0,2,1,-5,12039.1811624459,4,1.94218503586945,2,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2966,3,0,0,1,1,2,2,1,-5,1,1,0,-7,12039.1811624459,4,1.94218503586945,2,2966,1,1,2,1,1,2,1,3,0,1,1,2,12039.1811624459,4,1.94218503586945,2,2,1,-5,1,1,0,-7,0,1,2966,1,2,1,2,1,1,1,2,2,1,1,2,2966,3,0,0,1,1,1,1,2,1
"2968",1652,2,5,0,0,-2,-2,-5,35343.3744350285,4,4.47082668565845,5,2,1,0,-7,1,1,2,0,2,1,1,1,2,0,2968,5,0,0,2,1,2,-2,-2,-5,0,1,0,-7,35343.3744350285,4,4.47082668565845,5,2968,1,1,2,0,1,2,1,5,0,1,1,2,35343.3744350285,4,4.47082668565845,5,-2,-2,-5,0,1,0,-7,0,2,2968,1,2,1,2,0,1,1,2,2,1,1,2,2968,5,0,0,1,2,1,0,-2,-2
"2970",1654,3,1,1,0,2,2,-5,8435.18303362994,2,1.47941563762639,3,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,2970,1,1,0,2,1,2,2,2,-5,1,1,0,-7,8435.18303362994,2,1.47941563762639,3,2970,1,1,1,1,1,1,1,1,1,1,1,2,8435.18303362994,2,1.47941563762639,3,2,2,-5,1,1,0,-7,0,2,2970,1,1,1,1,1,1,1,1,1,1,1,2,2970,1,1,0,1,2,1,1,2,2
"2971",1657,3.25,1,1,0,2,-2,-5,12808.6274389622,4,3.11696123035174,4,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,2971,1,1,0,2,1,2,2,-2,-5,1,1,0,-7,12808.6274389622,4,3.11696123035174,4,2971,1,1,1,1,2,1,1,1,1,2,1,2,12808.6274389622,4,3.11696123035174,4,2,-2,-5,1,1,0,-7,0,2,2971,1,1,1,1,1,1,1,1,1,2,1,2,2971,1,1,0,1,2,1,1,2,-2
"2973",1660,2.5,2,0,1,1,1,-5,34555.2433189017,4,2.77697086683281,5,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2973,2,0,1,1,1,2,1,1,-5,1,1,0,-7,34555.2433189017,4,2.77697086683281,5,2973,1,1,2,1,1,2,1,2,0,1,1,2,34555.2433189017,4,2.77697086683281,5,1,1,-5,1,1,0,-7,1,1,2973,1,2,1,2,1,1,1,2,2,1,1,2,2973,2,0,1,1,1,1,1,1,1
"2974",1663,4,3,0,0,-2,1,-5,11270.4375618916,4,0.901315134408,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2974,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,11270.4375618916,4,0.901315134408,1,2974,1,1,2,1,1,2,1,3,0,1,1,2,11270.4375618916,4,0.901315134408,1,-2,1,-5,1,1,0,-7,0,1,2974,1,2,1,2,1,1,1,2,2,1,1,2,2974,3,0,0,1,1,1,1,-2,1
"2975",1664,3.5,1,1,0,-2,-2,-5,68680.4327174285,4,4.69081605030044,5,2,1,0,-7,1,2,1,0,2,1,1,1,1,0,2975,1,1,0,2,1,2,-2,-2,-5,0,1,0,-7,68680.4327174285,4,4.69081605030044,5,2975,1,1,1,0,2,1,1,1,1,2,1,2,68680.4327174285,4,4.69081605030044,5,-2,-2,-5,0,1,0,-7,0,2,2975,1,1,1,1,0,1,1,1,1,2,1,2,2975,1,1,0,1,2,1,0,-2,-2
"2977",1667,3.25,1,1,0,2,1,-5,66808.1508721933,4,5.02408593832004,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,2977,1,1,0,2,1,2,2,1,-5,1,1,0,-7,66808.1508721933,4,5.02408593832004,5,2977,1,1,1,1,1,1,1,1,1,1,1,2,66808.1508721933,4,5.02408593832004,5,2,1,-5,1,1,0,-7,0,2,2977,1,1,1,1,1,1,1,1,1,1,1,2,2977,1,1,0,1,2,1,1,2,1
"2979",1670,3.75,6,0,0,-2,1,-5,38797.4365454708,4,4.45075837094578,5,1,1,0,-7,1,1,2,0,2,1,1,1,2,0,2979,6,0,0,1,1,2,-2,1,-5,0,1,0,-7,38797.4365454708,4,4.45075837094578,5,2979,1,1,2,0,1,2,1,6,0,1,1,2,38797.4365454708,4,4.45075837094578,5,-2,1,-5,0,1,0,-7,0,1,2979,1,2,1,2,0,1,1,2,2,1,1,2,2979,6,0,0,1,1,1,0,-2,1
"2981",1677,3.5,1,1,0,2,1,-5,52356.7519150431,4,3.78910331480636,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,2981,1,1,0,2,1,2,2,1,-5,1,1,0,-7,52356.7519150431,4,3.78910331480636,5,2981,1,1,1,1,2,1,1,1,1,2,1,2,52356.7519150431,4,3.78910331480636,5,2,1,-5,1,1,0,-7,0,2,2981,1,1,1,1,1,1,1,1,1,2,1,2,2981,1,1,0,1,2,1,1,2,1
"2982",1679,2.5,1,1,0,-2,-2,-5,127430.338310322,4,7.35003897680732,5,2,0,0,5,1,2,1,1,2,1,0,1,1,1,2982,1,1,0,2,1,2,-2,-2,-5,1,0,0,5,127430.338310322,4,7.35003897680732,5,2982,1,0,1,1,2,1,1,1,1,2,1,2,127430.338310322,4,7.35003897680732,5,-2,-2,-5,1,0,0,5,0,2,2982,1,1,1,1,1,0,1,1,1,2,1,2,2982,1,1,0,0,2,1,1,-2,-2
"2984",1682,2,2,0,1,-2,-2,-5,45797.3837688358,3,5.29458730147773,5,2,0,0,6,1,1,2,1,2,1,1,1,2,1,2984,2,0,1,2,1,2,-2,-2,-5,1,0,0,6,45797.3837688358,3,5.29458730147773,5,2984,1,1,2,1,1,2,1,2,0,1,1,2,45797.3837688358,3,5.29458730147773,5,-2,-2,-5,1,0,0,6,1,2,2984,1,2,1,2,1,1,1,2,2,1,1,2,2984,2,0,1,1,2,1,1,-2,-2
"2985",1686,2,7,0,0,2,1,-5,43531.8178309786,4,2.49141298059261,5,1,1,0,-7,1,1,2,0,1,1,1,1,2,0,2985,7,0,0,1,1,1,2,1,-5,0,1,0,-7,43531.8178309786,4,2.49141298059261,5,2985,1,1,2,0,1,2,1,7,0,1,1,1,43531.8178309786,4,2.49141298059261,5,2,1,-5,0,1,0,-7,0,1,2985,1,2,1,2,0,1,1,2,2,1,1,1,2985,7,0,0,1,1,1,0,2,1
"2986",1688,2,3,0,0,-2,1,-5,8766.83552433283,6,0.782801619184762,2,1,1,0,-7,1,2,2,0,2,2,1,1,2,0,2986,3,0,0,1,2,2,-2,1,-5,0,1,0,-7,8766.83552433283,6,0.782801619184762,2,2986,1,1,2,0,2,2,1,3,0,2,2,2,8766.83552433283,6,0.782801619184762,2,-2,1,-5,0,1,0,-7,0,1,2986,1,2,1,2,0,1,1,2,2,2,2,2,2986,3,0,0,1,1,1,0,-2,1
"2989",1692,3,1,1,0,-2,-2,-5,26536.43429315,4,3.1061302642793,4,1,1,0,-7,1,1,1,0,2,1,1,1,1,0,2989,1,1,0,1,1,2,-2,-2,-5,0,1,0,-7,26536.43429315,4,3.1061302642793,4,2989,1,1,1,0,1,1,1,1,1,1,1,2,26536.43429315,4,3.1061302642793,4,-2,-2,-5,0,1,0,-7,0,1,2989,1,1,1,1,0,1,1,1,1,1,1,2,2989,1,1,0,1,1,1,0,-2,-2
"2990",1696,2.5,3,0,0,-2,1,-5,11479.7636251953,4,1.1557089448066,3,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,2990,3,0,0,1,1,2,-2,1,-5,1,1,0,-7,11479.7636251953,4,1.1557089448066,3,2990,1,0,2,1,2,2,1,3,0,2,1,2,11479.7636251953,4,1.1557089448066,3,-2,1,-5,1,1,0,-7,0,1,2990,1,2,1,2,1,0,1,2,2,2,1,2,2990,3,0,0,0,1,1,1,-2,1
"2993",1702,3.5,1,1,0,2,1,-5,129092.268971936,4,7.08395945655057,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,2993,1,1,0,2,1,2,2,1,-5,1,1,0,-7,129092.268971936,4,7.08395945655057,5,2993,1,1,1,1,2,1,1,1,1,2,1,2,129092.268971936,4,7.08395945655057,5,2,1,-5,1,1,0,-7,0,2,2993,1,1,1,1,1,1,1,1,1,2,1,2,2993,1,1,0,1,2,1,1,2,1
"2997",1713,3,3,0,0,1,-2,-5,44771.6361298232,6,2.84207486912925,5,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,2997,3,0,0,1,1,2,1,-2,-5,1,1,0,-7,44771.6361298232,6,2.84207486912925,5,2997,1,1,2,1,1,2,1,3,0,1,1,2,44771.6361298232,6,2.84207486912925,5,1,-2,-5,1,1,0,-7,0,1,2997,1,2,1,2,1,1,1,2,2,1,1,2,2997,3,0,0,1,1,1,1,1,-2
"3002",1723,2.5,3,0,0,1,1,-5,65918.524046333,4,5.34985438583311,5,1,1,0,-7,1,1,2,1,2,1,0,1,2,1,3002,3,0,0,1,1,2,1,1,-5,1,1,0,-7,65918.524046333,4,5.34985438583311,5,3002,1,0,2,1,1,2,1,3,0,1,1,2,65918.524046333,4,5.34985438583311,5,1,1,-5,1,1,0,-7,0,1,3002,1,2,1,2,1,0,1,2,2,1,1,2,3002,3,0,0,0,1,1,1,1,1
"3003",1724,2.25,3,0,0,-2,-2,-5,47111.8469643135,4,2.32272041889403,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,3003,3,0,0,2,1,2,-2,-2,-5,1,1,0,-7,47111.8469643135,4,2.32272041889403,3,3003,1,1,2,1,1,2,1,3,0,1,1,2,47111.8469643135,4,2.32272041889403,3,-2,-2,-5,1,1,0,-7,0,2,3003,1,2,1,2,1,1,1,2,2,1,1,2,3003,3,0,0,1,2,1,1,-2,-2
"3004",1726,3.75,1,1,0,-2,-2,-5,39110.1962186587,4,2.54155468005984,5,2,1,0,-7,1,1,1,1,2,1,1,1,1,1,3004,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,39110.1962186587,4,2.54155468005984,5,3004,1,1,1,1,1,1,1,1,1,1,1,2,39110.1962186587,4,2.54155468005984,5,-2,-2,-5,1,1,0,-7,0,2,3004,1,1,1,1,1,1,1,1,1,1,1,2,3004,1,1,0,1,2,1,1,-2,-2
"3006",1732,4,2,0,1,-2,-2,-5,28388.6385377379,4,2.55659127497241,4,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3006,2,0,1,2,1,2,-2,-2,-5,1,1,0,-7,28388.6385377379,4,2.55659127497241,4,3006,1,1,2,1,2,2,1,2,0,2,1,2,28388.6385377379,4,2.55659127497241,4,-2,-2,-5,1,1,0,-7,1,2,3006,1,2,1,2,1,1,1,2,2,2,1,2,3006,2,0,1,1,2,1,1,-2,-2
"3007",1733,1.75,1,1,0,-2,-2,-5,121532.196552465,4,9.53172749202847,5,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,3007,1,1,0,2,1,2,-2,-2,-5,1,1,0,-7,121532.196552465,4,9.53172749202847,5,3007,1,1,1,1,2,1,1,1,1,2,1,2,121532.196552465,4,9.53172749202847,5,-2,-2,-5,1,1,0,-7,0,2,3007,1,1,1,1,1,1,1,1,1,2,1,2,3007,1,1,0,1,2,1,1,-2,-2
"3009",1735,3.5,2,0,1,2,1,-5,40247.0789003431,3,1.31516176151323,3,1,1,0,-7,1,1,2,0,2,1,0,1,2,0,3009,2,0,1,1,1,2,2,1,-5,0,1,0,-7,40247.0789003431,3,1.31516176151323,3,3009,1,0,2,0,1,2,1,2,0,1,1,2,40247.0789003431,3,1.31516176151323,3,2,1,-5,0,1,0,-7,1,1,3009,1,2,1,2,0,0,1,2,2,1,1,2,3009,2,0,1,0,1,1,0,2,1
"3010",1737,2.5,1,1,0,1,1,-5,61721.3949867953,4,2.93180812115587,5,2,1,0,-7,1,2,1,1,2,1,0,1,1,1,3010,1,1,0,2,1,2,1,1,-5,1,1,0,-7,61721.3949867953,4,2.93180812115587,5,3010,1,0,1,1,2,1,1,1,1,2,1,2,61721.3949867953,4,2.93180812115587,5,1,1,-5,1,1,0,-7,0,2,3010,1,1,1,1,1,0,1,1,1,2,1,2,3010,1,1,0,0,2,1,1,1,1
"3011",1739,3.5,1,1,0,-2,-2,-5,128895.925581041,4,7.98255054739931,5,1,1,0,-7,1,1,1,1,2,1,1,1,1,1,3011,1,1,0,1,1,2,-2,-2,-5,1,1,0,-7,128895.925581041,4,7.98255054739931,5,3011,1,1,1,1,1,1,1,1,1,1,1,2,128895.925581041,4,7.98255054739931,5,-2,-2,-5,1,1,0,-7,0,1,3011,1,1,1,1,1,1,1,1,1,1,1,2,3011,1,1,0,1,1,1,1,-2,-2
"3012",1740,3,3,0,0,-2,-2,-5,5745.95350287305,4,0.0831740571954161,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3012,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,5745.95350287305,4,0.0831740571954161,1,3012,1,1,2,1,1,2,1,3,0,1,1,2,5745.95350287305,4,0.0831740571954161,1,-2,-2,-5,1,1,0,-7,0,1,3012,1,2,1,2,1,1,1,2,2,1,1,2,3012,3,0,0,1,1,1,1,-2,-2
"3013",1741,3,1,1,0,-2,-2,-5,36258.7443895954,4,4.42224919571606,5,1,1,0,-7,1,2,1,1,2,1,1,1,1,1,3013,1,1,0,1,1,2,-2,-2,-5,1,1,0,-7,36258.7443895954,4,4.42224919571606,5,3013,1,1,1,1,2,1,1,1,1,2,1,2,36258.7443895954,4,4.42224919571606,5,-2,-2,-5,1,1,0,-7,0,1,3013,1,1,1,1,1,1,1,1,1,2,1,2,3013,1,1,0,1,1,1,1,-2,-2
"3014",1744,2,1,1,0,1,2,-5,40224.1550237187,4,3.19400073356503,4,2,1,0,-7,1,1,1,1,2,1,0,1,1,1,3014,1,1,0,2,1,2,1,2,-5,1,1,0,-7,40224.1550237187,4,3.19400073356503,4,3014,1,0,1,1,1,1,1,1,1,1,1,2,40224.1550237187,4,3.19400073356503,4,1,2,-5,1,1,0,-7,0,2,3014,1,1,1,1,1,0,1,1,1,1,1,2,3014,1,1,0,0,2,1,1,1,2
"3015",1746,3.5,2,0,1,1,1,-5,19783.7948002823,4,0.685849002670871,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3015,2,0,1,1,1,2,1,1,-5,1,1,0,-7,19783.7948002823,4,0.685849002670871,1,3015,1,1,2,1,2,2,1,2,0,2,1,2,19783.7948002823,4,0.685849002670871,1,1,1,-5,1,1,0,-7,1,1,3015,1,2,1,2,1,1,1,2,2,2,1,2,3015,2,0,1,1,1,1,1,1,1
"3016",1750,2.75,3,0,0,1,1,-5,64935.1125703542,4,1.53747181846145,4,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,3016,3,0,0,2,1,2,1,1,-5,1,1,0,-7,64935.1125703542,4,1.53747181846145,4,3016,1,1,2,1,1,2,1,3,0,1,1,2,64935.1125703542,4,1.53747181846145,4,1,1,-5,1,1,0,-7,0,2,3016,1,2,1,2,1,1,1,2,2,1,1,2,3016,3,0,0,1,2,1,1,1,1
"3017",1753,1.5,5,0,0,1,1,-5,46644.0808802223,4,2.93572108959591,5,2,1,0,-7,1,2,2,0,2,1,1,1,2,0,3017,5,0,0,2,1,2,1,1,-5,0,1,0,-7,46644.0808802223,4,2.93572108959591,5,3017,1,1,2,0,2,2,1,5,0,2,1,2,46644.0808802223,4,2.93572108959591,5,1,1,-5,0,1,0,-7,0,2,3017,1,2,1,2,0,1,1,2,2,2,1,2,3017,5,0,0,1,2,1,0,1,1
"3018",1755,3.25,2,0,1,1,1,-5,786.024690275342,4,0.509958506502839,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3018,2,0,1,1,1,2,1,1,-5,1,1,0,-7,786.024690275342,4,0.509958506502839,1,3018,1,1,2,1,1,2,1,2,0,1,1,2,786.024690275342,4,0.509958506502839,1,1,1,-5,1,1,0,-7,1,1,3018,1,2,1,2,1,1,1,2,2,1,1,2,3018,2,0,1,1,1,1,1,1,1
"3020",1757,3.25,2,0,1,-2,-2,-5,10256.9369810531,2,1.87551298858332,4,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3020,2,0,1,1,1,2,-2,-2,-5,1,1,0,-7,10256.9369810531,2,1.87551298858332,4,3020,1,1,2,1,2,2,1,2,0,2,1,2,10256.9369810531,2,1.87551298858332,4,-2,-2,-5,1,1,0,-7,1,1,3020,1,2,1,2,1,1,1,2,2,2,1,2,3020,2,0,1,1,1,1,1,-2,-2
"3023",1761,2.5,4,0,0,1,1,-5,24297.7853834738,6,1.56644772903786,3,1,1,0,-7,1,2,2,0,2,1,1,1,2,0,3023,4,0,0,1,1,2,1,1,-5,0,1,0,-7,24297.7853834738,6,1.56644772903786,3,3023,1,1,2,0,2,2,1,4,0,2,1,2,24297.7853834738,6,1.56644772903786,3,1,1,-5,0,1,0,-7,0,1,3023,1,2,1,2,0,1,1,2,2,2,1,2,3023,4,0,0,1,1,1,0,1,1
"3025",1763,1.5,3,0,0,1,1,-5,0,6,1.12844262193605,1,1,1,0,-7,1,1,2,0,2,1,0,1,2,0,3025,3,0,0,1,1,2,1,1,-5,0,1,0,-7,0,6,1.12844262193605,1,3025,1,0,2,0,1,2,1,3,0,1,1,2,0,6,1.12844262193605,1,1,1,-5,0,1,0,-7,0,1,3025,1,2,1,2,0,0,1,2,2,1,1,2,3025,3,0,0,0,1,1,0,1,1
"3027",1771,1.25,2,0,1,1,1,-5,18024.1591107196,4,1.08452608328247,3,2,1,0,-7,1,1,2,1,2,1,1,1,2,1,3027,2,0,1,2,1,2,1,1,-5,1,1,0,-7,18024.1591107196,4,1.08452608328247,3,3027,1,1,2,1,1,2,1,2,0,1,1,2,18024.1591107196,4,1.08452608328247,3,1,1,-5,1,1,0,-7,1,2,3027,1,2,1,2,1,1,1,2,2,1,1,2,3027,2,0,1,1,2,1,1,1,1
"3028",1772,2.5,2,0,1,1,1,-5,19759.3042555053,3,0.978911834414873,3,2,0,0,6,1,2,2,1,2,1,1,1,2,1,3028,2,0,1,2,1,2,1,1,-5,1,0,0,6,19759.3042555053,3,0.978911834414873,3,3028,1,1,2,1,2,2,1,2,0,2,1,2,19759.3042555053,3,0.978911834414873,3,1,1,-5,1,0,0,6,1,2,3028,1,2,1,2,1,1,1,2,2,2,1,2,3028,2,0,1,1,2,1,1,1,1
"3031",1783,2,5,0,0,-2,-2,-5,0,4,0,1,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3031,5,0,0,1,1,2,-2,-2,-5,1,1,0,-7,0,4,0,1,3031,1,1,2,1,1,2,1,5,0,1,1,2,0,4,0,1,-2,-2,-5,1,1,0,-7,0,1,3031,1,2,1,2,1,1,1,2,2,1,1,2,3031,5,0,0,1,1,1,1,-2,-2
"3034",1788,3,3,0,0,1,1,-5,5616.41375624293,4,0.993328445930773,3,1,1,0,-7,1,1,2,1,2,1,1,1,2,1,3034,3,0,0,1,1,2,1,1,-5,1,1,0,-7,5616.41375624293,4,0.993328445930773,3,3034,1,1,2,1,1,2,1,3,0,1,1,2,5616.41375624293,4,0.993328445930773,3,1,1,-5,1,1,0,-7,0,1,3034,1,2,1,2,1,1,1,2,2,1,1,2,3034,3,0,0,1,1,1,1,1,1
"3035",1790,2.75,4,0,0,-2,-2,-5,56143.1386302554,6,1.85827209092648,3,2,1,0,-7,1,2,2,1,2,1,1,1,2,1,3035,4,0,0,2,1,2,-2,-2,-5,1,1,0,-7,56143.1386302554,6,1.85827209092648,3,3035,1,1,2,1,2,2,1,4,0,2,1,2,56143.1386302554,6,1.85827209092648,3,-2,-2,-5,1,1,0,-7,0,2,3035,1,2,1,2,1,1,1,2,2,2,1,2,3035,4,0,0,1,2,1,1,-2,-2
"3037",1793,2,1,1,0,-2,-2,-5,129340.468227464,4,8.22073016090015,5,1,0,0,6,1,2,1,1,2,1,0,1,1,1,3037,1,1,0,1,1,2,-2,-2,-5,1,0,0,6,129340.468227464,4,8.22073016090015,5,3037,1,0,1,1,2,1,1,1,1,2,1,2,129340.468227464,4,8.22073016090015,5,-2,-2,-5,1,0,0,6,0,1,3037,1,1,1,1,1,0,1,1,1,2,1,2,3037,1,1,0,0,1,1,1,-2,-2
"3038",1795,2.5,1,1,0,1,1,-5,11060.1174847398,4,0.553315678335012,2,2,1,0,-7,1,2,1,1,2,1,1,1,1,1,3038,1,1,0,2,1,2,1,1,-5,1,1,0,-7,11060.1174847398,4,0.553315678335012,2,3038,1,1,1,1,2,1,1,1,1,2,1,2,11060.1174847398,4,0.553315678335012,2,1,1,-5,1,1,0,-7,0,2,3038,1,1,1,1,1,1,1,1,1,2,1,2,3038,1,1,0,1,2,1,1,1,1
"3042",1804,3.25,3,0,0,-2,-2,-5,4807.5698417363,6,0,1,1,1,0,-7,1,2,2,1,2,1,0,1,2,1,3042,3,0,0,1,1,2,-2,-2,-5,1,1,0,-7,4807.5698417363,6,0,1,3042,1,0,2,1,2,2,1,3,0,2,1,2,4807.5698417363,6,0,1,-2,-2,-5,1,1,0,-7,0,1,3042,1,2,1,2,1,0,1,2,2,2,1,2,3042,3,0,0,0,1,1,1,-2,-2
"3043",1806,2,3,0,0,2,1,-5,9444.91210978867,6,0.189646062005212,1,1,1,0,-7,1,2,2,1,2,1,1,1,2,1,3043,3,0,0,1,1,2,2,1,-5,1,1,0,-7,9444.91210978867,6,0.189646062005212,1,3043,1,1,2,1,2,2,1,3,0,2,1,2,9444.91210978867,6,0.189646062005212,1,2,1,-5,1,1,0,-7,0,1,3043,1,2,1,2,1,1,1,2,2,2,1,2,3043,3,0,0,1,1,1,1,2,1
